state,county,2015,2016,2017,2018,fips
Texas,Rains,168723,169157,172798,183329,
Texas,Randall,3454369,3409412,3407628,3539417,
Texas,Reagan,3618768,4212231,5303685,5977463,
Texas,Real,74725,72070,72339,75348,
Texas,Red River,242555,248770,244805,243294,
Texas,Reeves,4338556,5279109,8533997,12666552,
Texas,Refugio,572250,530982,516840,516280,
Texas,Roberts,1569206,1301255,1224990,1015627,
Texas,Robertson,2473354,2265218,2307161,2082871,
Texas,Rockwall,2560844,2725128,2877797,3002097,
Texas,Runnels,333931,295872,294661,303778,
Texas,Rusk,2831492,2708872,2732838,2822763,
Texas,Sabine,233607,246862,259103,267128,
Texas,San Augustine,690353,764715,899142,1019175,
Texas,San Jacinto,328488,332439,341352,341508,
Texas,San Patricio,2377615,2393458,2273991,2279014,
Texas,San Saba,133492,161340,159609,176547,
Texas,Schleicher,241692,214698,171652,166130,
Texas,Scurry,2592419,2371985,2468602,2474422,
Texas,Shackelford,306506,268784,274939,289696,
Texas,Shelby,1523727,1349056,1441435,1540317,
Texas,Sherman,588101,453877,471846,314943,
Texas,Smith,9799342,9796738,9904909,10179462,
Texas,Somervell,1167454,1193111,1050082,1176285,
Texas,Starr,1410342,1402458,1430751,1414905,
Texas,Stephens,563405,540730,562682,544689,
Texas,Sterling,328219,335686,326006,317732,
Texas,Stonewall,287140,311694,321330,300714,
Texas,Sutton,591057,509699,510276,489548,
Texas,Swisher,522839,480407,540624,515381,
Texas,Tarrant,101178408,102172994,104650547,108786197,
Texas,Taylor,5753114,5680692,5797155,6073954,
Texas,Terrell,223138,208373,203478,161963,
Texas,Terry,757854,806173,812966,796030,
Texas,Throckmorton,182817,156479,152133,156903,
Texas,Titus,1774627,1769587,1917585,1627165,
Texas,Tom Green,5043054,4916517,5038041,5285701,
Texas,Travis,88672286,92381463,96695331,102486231,
Texas,Trinity,226012,224969,227204,233490,
Texas,Tyler,476390,467929,444520,434587,
Texas,Upshur,865472,811844,821631,845183,
Texas,Upton,4817268,5503600,6762302,7369575,
Texas,Uvalde,805353,811951,799536,807982,
Texas,Val Verde,1598445,1558081,1569346,1638997,
Texas,Van Zandt,1008858,1016336,1036470,1063085,
Texas,Victoria,4794811,4502675,4511754,4723879,
Texas,Walker,1873122,1948584,1972080,2011832,
Texas,Waller,1748110,1651687,1682328,1764685,
Texas,Ward,3102368,2972627,3553344,4594555,
Texas,Washington,1992892,1955645,1970314,2099987,
Texas,Webb,12451869,12360473,12794056,12408193,
Texas,Wharton,1706323,1583284,1723864,1826855,
Texas,Wheeler,1600612,1298696,1253636,1094573,
Texas,Wichita,5254691,5303003,5322864,5452221,
Texas,Wilbarger,674909,697392,676360,753154,
Texas,Willacy,709067,783732,892603,870911,
Texas,Williamson,19670590,20619895,22046015,22865231,
Texas,Wilson,978867,931470,973167,1046254,
Texas,Winkler,935699,920409,1283883,1824256,
Texas,Wise,4241062,3912276,3729284,3759232,
Texas,Wood,1599054,1580861,1657467,1643737,
Texas,Yoakum,2681087,2941461,3179886,3385988,
Texas,Young,839658,839662,860714,866609,
Texas,Zapata,986772,809255,883293,820224,
Texas,Zavala,1124822,1048958,991794,945577,
Utah,,141703271,147413991,153129113,158799690,
Utah,Beaver,311156,326990,350722,383147,
Utah,Box Elder,1972078,2160232,2278797,2354625,
Utah,Cache,4176807,4369448,4647373,4782815,
Utah,Carbon,1013939,963920,976785,1000015,
Utah,Daggett,93190,89077,113813,109868,
Utah,Davis,11888604,12442332,13056779,13565775,
Utah,Duchesne,1327284,1192156,1227573,1215649,
Utah,Emery,855167,883592,897805,849317,
Utah,Garfield,201605,206823,214992,210584,
Utah,Grand,449621,468759,512421,523773,
Utah,Iron,1288849,1336554,1445031,1502630,
Utah,Juab,427014,414182,422644,472695,
Utah,Kane,260077,266590,277757,280325,
Utah,Millard,851667,799234,831588,773810,
Utah,Morgan,224223,233643,248201,276009,
Utah,Piute,37202,43413,45451,51398,
Utah,Rich,132262,126538,123072,124529,
Utah,Salt Lake,73418343,75927259,77891878,80666565,
Utah,San Juan,481178,495129,507185,511280,
Utah,Sanpete,747410,777113,827158,847820,
Utah,Sevier,847557,857597,904793,905558,
Utah,Summit,2569665,2683203,2909870,2973451,
Utah,Tooele,1707011,1758956,1786915,1748838,
Utah,Uintah,2325107,2251219,2348376,2301653,
Utah,Utah,20137982,21592926,22615026,24192262,
Utah,Wasatch,644393,698720,768681,794527,
Utah,Washington,4277364,4650364,5116834,5347692,
Utah,Wayne,89993,90479,98137,95360,
Utah,Weber,8869375,9138766,9518290,9727908,
Vermont,,28906494,29362902,29406598,29750259,
Vermont,Addison,1380115,1472455,1516687,1519836,
Vermont,Bennington,1467579,1484291,1485393,1523183,
Vermont,Caledonia,999109,1023885,1013422,1024166,
Vermont,Chittenden,10037015,10219292,10255569,10465797,
Vermont,Essex,135261,135443,135031,136408,
Vermont,Franklin,1722598,1712118,1714423,1733921,
Vermont,Grand Isle,153171,153095,154619,155832,
Vermont,Lamoille,1053355,1057117,1060763,1100848,
Vermont,Orange,734986,741965,732653,754084,
Vermont,Orleans,937898,907767,950368,968077,
Vermont,Rutland,2455640,2476726,2480657,2469821,
Vermont,Washington,3311846,3438468,3418699,3403063,
Vermont,Windham,2242212,2210648,2167610,2176247,
Vermont,Windsor,2275712,2331637,2325434,2324722,
Virginia,,454952887,456676402,464792865,477005723,
Virginia,Accomack,2623569,2592466,2671816,2794309,
Virginia,Albemarle,6642467.914,6801571.464,7110055.209,7275961.406,
Virginia,Alexandria,14154087,14123550,14060819,14046724,
Virginia,Alleghany,656417.9115,657485.2077,635628.495,657794.5379,
Virginia,Amelia,352318,348872,352723,362153,
Virginia,Amherst,813986,799299,776604,782954,
Virginia,Appomattox,275525,276581,279439,286994,
Virginia,Arlington,29339588,29667913,30470286,31513885,
Virginia,Augusta,2914961.182,2914987.195,2999536.989,3036497.795,
Virginia,Bath,225795,224744,227648,221256,
Virginia,Bedford,1856994,1826377,1820302,1864725,
Virginia,Bland,226323,222809,228528,237566,
Virginia,Botetourt,1213197,1181407,1194825,1275072,
Virginia,Bristol,613432.4909,594169.5429,587870.5561,595954.8371,
Virginia,Brunswick,331026,655539,780106,788340,
Virginia,Buchanan,1000620,916210,1052232,1018337,
Virginia,Buckingham,524228,520568,502298,550077,
Virginia,Buena Vista,188720.8293,184549.7655,181614.534,185523.3417,
Virginia,Campbell,2515285.307,2513446.444,2554910.262,2624810.686,
Virginia,Caroline,564486,588924,585665,601787,
Virginia,Carroll,768887.3182,764553.57,773687.0697,769310.584,
Virginia,Charles City,176861,176027,179004,182232,
Virginia,Charlotte,266707,272531,268946,268696,
Virginia,Charlottesville,2866236.086,2934889.536,3068000.791,3139589.594,
Virginia,Chesapeake,9086819,9194221,9402652,9671615,
Virginia,Chesterfield,14497388,14780976,14984747,15281992,
Virginia,Clarke,452760,448246,463562,471328,
Virginia,Colonial Heights,599003.3509,598474.5097,601500.6437,611644.7371,
Virginia,Covington,262435.0885,262861.7923,254123.505,262985.4621,
Virginia,Craig,93317,92685,93827,96426,
Virginia,Culpeper,1563887,1589180,1604599,1643291,
Virginia,Cumberland,182636,186881,191690,190048,
Virginia,Danville,1344279.455,1329239.275,1337689.993,1353239.826,
Virginia,Dickenson,522810,462556,510199,490047,
Virginia,Dinwiddie,958277.721,957431.6878,962272.8573,978501.2452,
Virginia,Emporia,234332.5325,227541.7342,240552.1564,258174.7808,
Virginia,Essex,342998,345539,342465,349564,
Virginia,Fairfax,95130572.36,95971066.63,97492219.01,100563025.3,
Virginia,Fairfax City,2031411.924,2049359.783,2081842.37,2147416.163,
Virginia,Falls Church,1221128.711,1231917.584,1251443.619,1290861.543,
Virginia,Fauquier,2512702,2524219,2541578,2648940,
Virginia,Floyd,385540,348385,361602,387241,
Virginia,Fluvanna,731891,727095,771955,766325,
Virginia,Franklin,1294344,1276227,1302412,1320061,
Virginia,Franklin city,218871.4374,218959.709,229048.0319,220205.5288,
Virginia,Frederick,4010706.891,4047442.385,4173315.05,4291287.862,
Virginia,Fredericksburg,886987.7988,901175.391,922019.0359,950863.0016,
Virginia,Galax,166640.6818,165701.43,167680.9303,166732.416,
Virginia,Giles,466639,448052,441756,456058,
Virginia,Gloucester,793874,802752,824388,839170,
Virginia,Goochland,1829582,1826867,2000507,1952541,
Virginia,Grayson,280572,274649,275711,282546,
Virginia,Greene,421196,450861,460261,465023,
Virginia,Greensville,532041.4675,516623.2658,546162.8436,586174.2192,
Virginia,Halifax,1396749,1378420,1277654,1263884,
Virginia,Hampton,6429391,6430945,6594347,6525663,
Virginia,Hanover,5010645,5114149,5158334,5346260,
Virginia,Harrisonburg,2364662.415,2345070.625,2420097.796,2454523.827,
Virginia,Henrico,24069678,24244164,24762945,25115683,
Virginia,Henry,1671126.739,1681243.927,1682317.168,1707229.119,
Virginia,Highland,109024,101481,97697,103304,
Virginia,Hopewell,1379661.234,1373027.071,1398290.887,1396322.795,
Virginia,Isle of Wight,1497018,1480525,1504248,1608390,
Virginia,James City,3272844.869,3283469.302,3332048.297,3422235.469,
Virginia,King and Queen,128625,128167,129939,133611,
Virginia,King George,1611555,1647267,1681384,1734726,
Virginia,King William,418688,424056,426047,437413,
Virginia,Lancaster,394358,398050,402000,407646,
Virginia,Lee,444477,452252,450937,453917,
Virginia,Lexington,215923.014,211150.7337,207792.4185,212264.6411,
Virginia,Loudoun,21094147,21787442,23074194,24514020,
Virginia,Louisa,2103313,1950034,2002348,2077558,
Virginia,Lunenburg,247351,244722,243800,248062,
Virginia,Lynchburg,3757668.693,3754921.556,3816865.738,3921292.314,
Virginia,Madison,382445,373604,348052,351765,
Virginia,Manassas Park,555275.8648,567158.6524,574093.0263,595738.7394,
Virginia,Manassas city,1336005.217,1364595.449,1381279.697,1433359.73,
Virginia,Martinsville,423152.2615,425714.0728,425985.8321,432293.8806,
Virginia,Mathews,175691,174844,174411,181338,
Virginia,Mecklenburg,1101204,1094281,1087081,1099718,
Virginia,Middlesex,312420,312593,325243,331211,
Virginia,Montgomery,4226526.366,4330343.174,4409719.992,4527200.348,
Virginia,Nelson,524377,524915,529369,550659,
Virginia,New Kent,381714,397631,403267,418780,
Virginia,Newport News,11437573,11241681,11548368,12053270,
Virginia,Norfolk,20589676,20485300,20296553,20628226,
Virginia,Northampton,502343,486627,467609,467069,
Virginia,Northumberland,431274,444280,461966,483382,
Virginia,Norton,151209.5344,144220.8259,147420.274,145764.3571,
Virginia,Nottoway,478252,467630,468088,478813,
Virginia,Orange,870074,901967,904708,930221,
Virginia,Page,608378,613459,607241,620983,
Virginia,Patrick,429869,421895,425417,426209,
Virginia,Petersburg,1060322.928,1059386.802,1064743.499,1082700.018,
Virginia,Pittsylvania,2013429.545,1990902.725,2003560.007,2026850.174,
Virginia,Poquoson,355065.5059,343348.5698,342972.982,355229.6923,
Virginia,Portsmouth,5582855,5502600,5582074,5719664,
Virginia,Powhatan,648092,668612,670391,675129,
Virginia,Prince Edward,677145,692424,698941,714007,
Virginia,Prince George,2325201.766,2314020.929,2356599.113,2353282.205,
Virginia,Prince William,15015612.92,15336943.9,15524461.28,16109798.53,
Virginia,Pulaski,1168884,1080600,1099433,1202833,
Virginia,Radford,783050.6342,802284.8257,816991.0081,838756.6519,
Virginia,Rappahannock,268772,267250,275898,248247,
Virginia,Richmond,251821,253847,252849,261629,
Virginia,Richmond City,18631063,18037269,18332497,18851790,
Virginia,Roanoke,6552223,6590297,6535194,6633697,
Virginia,Roanoke city,4787065.874,4536151.39,4507628.397,4610106.816,
Virginia,Rockbridge,688436.1567,673220.5008,662513.0475,676772.0172,
Virginia,Rockingham,3555505.585,3526047.375,3638858.204,3690621.173,
Virginia,Russell,706809,687662,679630,702183,
Virginia,Salem,1228530.126,1164136.61,1156816.603,1183116.184,
Virginia,Scott,442923,431579,437264,455265,
Virginia,Shenandoah,1814521,1802589,1845788,1912088,
Virginia,Smyth,1096030,1059725,1038805,1066740,
Virginia,Southampton,480353.5626,480547.291,502687.9681,483281.4712,
Virginia,Spotsylvania,4085488.201,4150836.609,4246842.964,4379698.998,
Virginia,Stafford,4439820,4560335,4678555,4847069,
Virginia,Staunton,917326.0033,917334.1895,943941.6535,955573.0634,
Virginia,Suffolk,4163444,4197506,4259949,4409998,
Virginia,Surry,1010975,1107495,1120894,1079512,
Virginia,Sussex,343783,334938,337021,337619,
Virginia,Tazewell,1592501,1564034,1687526,1678521,
Virginia,Virginia Beach,19737887,19584623,19751882,20081231,
Virginia,Warren,1600420,1722197,1778793,1791015,
Virginia,Washington,2024751.509,1961170.457,1940379.444,1967063.163,
Virginia,Waynesboro,874136.8147,874144.6155,899499.3572,910583.1415,
Virginia,Westmoreland,345754,347614,348870,362088,
Virginia,Williamsburg,638144.1309,640215.6985,649687.7028,667272.5309,
Virginia,Winchester,1275909.109,1287595.615,1327638.95,1365169.138,
Virginia,Wise,1448532.466,1381583.174,1412232.726,1396369.643,
Virginia,Wythe,1629260,1603056,1652204,1700187,
Virginia,York,1976191.494,1910978.43,1908888.018,1977105.308,
Washington,,444318461,459754336,483773411,511672438,
Washington,Adams,927096,880151,925453,925815,
Washington,Asotin,603609,614641,650999,682975,
Washington,Benton,9610089,9964735,10163070,10378129,
Washington,Chelan,3826394,3939113,4114511,4177800,
Washington,Clallam,2234974,2230301,2296722,2375614,
Washington,Clark,15927492,16499639,17438856,18366219,
Washington,Columbia,394024,406114,439302,433777,
Washington,Cowlitz,4251502,4234614,4351020,4511489,
Washington,Douglas,1688892,1743681,1822594,1799803,
Washington,Ferry,200034,198653,196334,193326,
Washington,Franklin,3313166,3384442,3418623,3557186,
Washington,Garfield,140975,141318,134746,145430,
Washington,Grant,5326784,5513180,5616221,5472287,
Washington,Grays Harbor,2343947,2325863,2419428,2464139,
Washington,Island,2550445,2626389,2697664,2779987,
Washington,Jefferson,859913,876162,930558,957283,
Washington,King,232148577,241900372,257453872,277122158,
Washington,Kitsap,10240128,10651098,11035875,11512963,
Washington,Kittitas,1433210,1511912,1567079,1635688,
Washington,Klickitat,1063666,1097871,1141146,1158803,
Washington,Lewis,3035286,3089665,3358472,3403303,
Washington,Lincoln,496262,487238,476369,481953,
Washington,Mason,1390049,1403255,1443303,1497857,
Washington,Okanogan,1329896,1405345,1426815,1408006,
Washington,Pacific,664850,672048,680815,698095,
Washington,Pend Oreille,550221,581329,582182,605133,
Washington,Pierce,35627420,36441699,38099158,39615989,
Washington,San Juan,601531,621278,642382,667122,
Washington,Skagit,6335658,6596820,7122050,7469437,
Washington,Skamania,267194,272705,284778,275727,
Washington,Snohomish,36567210,36772962,37326140,39010008,
Washington,Spokane,21170521,21689644,22492788,23475758,
Washington,Stevens,1042521,1046390,1066041,1110691,
Washington,Thurston,10799020,11279626,11737238,12398258,
Washington,Wahkiakum,97635,96746,99915,104637,
Washington,Walla Walla,2807891,2908170,2995360,3068776,
Washington,Whatcom,11419854,12196675,13306016,13515737,
Washington,Whitman,2187776,2233525,2391017,2549592,
Washington,Yakima,8923543,9340102,9618897,9883248,
West Virginia,,69761073,68901200,69903915,71481396,
West Virginia,Barbour,386089,370812,392656,388785,
West Virginia,Berkeley,2776287,2826002,3026375,3093871,
West Virginia,Boone,863515,676301,660137,663228,
West Virginia,Braxton,294995,287681,280564,280470,
West Virginia,Brooke,864081,804058,859569,860118,
West Virginia,Cabell,4342630,4338473,4298920,4388563,
West Virginia,Calhoun,119625,112183,115385,117746,
West Virginia,Clay,126967,118219,114741,108654,
West Virginia,Doddridge,1273491,1237007,1475859,1360515,
West Virginia,Fayette,999066,958829,986998,996404,
West Virginia,Gilmer,222655,194230,189395,181263,
West Virginia,Grant,476701,488678,437365,416912,
West Virginia,Greenbrier,1058789,1000850,1021714,1043661,
West Virginia,Hampshire,334042,325940,309021,314431,
West Virginia,Hancock,1216923,1233022,1285557,1305830,
West Virginia,Hardy,370471,369206,370044,373462,
West Virginia,Harrison,4052075,4048348,4158977,4373281,
West Virginia,Jackson,744709,738935,729491,1360582,
West Virginia,Jefferson,1370194,1380993,1386447,1406696,
West Virginia,Kanawha,9996805,9893973,9728535,9715321,
West Virginia,Lewis,686562,621233,608458,664888,
West Virginia,Lincoln,261793,255429,248791,223656,
West Virginia,Logan,1218994,1136819,1220769,1276711,
West Virginia,Marion,2233791,2096605,2191170,2152179,
West Virginia,Marshall,2506774,2482473,2590606,2826306,
West Virginia,Mason,855505,863847,812271,798847,
West Virginia,McDowell,552506,519673,573971,562653,
West Virginia,Mercer,1595679,1548247,1541660,1548865,
West Virginia,Mineral,713988,713211,709551,745387,
West Virginia,Mingo,676070,600432,688449,698997,
West Virginia,Monongalia,6110786,6134125,6188533,6244073,
West Virginia,Monroe,196988,202755,199114,203348,
West Virginia,Morgan,239950,240785,238699,251232,
West Virginia,Nicholas,611163,568981,562725,590546,
West Virginia,Ohio,2657029,2830784,3048267,3044572,
West Virginia,Pendleton,137983,130038,142951,128924,
West Virginia,Pleasants,420367,417484,432719,434110,
West Virginia,Pocahontas,242887,235105,236410,238487,
West Virginia,Preston,636818,625005,626661,626549,
West Virginia,Putnam,2490332,2596869,2593084,2737539,
West Virginia,Raleigh,2790392,2654465,2758922,2823696,
West Virginia,Randolph,775694,768431,751835,782930,
West Virginia,Ritchie,564225,646683,701539,678191,
West Virginia,Roane,272988,270681,269439,277418,
West Virginia,Summers,209799,203692,197549,196837,
West Virginia,Taylor,472076,499030,495307,485305,
West Virginia,Tucker,266519,269296,269534,264631,
West Virginia,Tyler,512989,592086,713024,666299,
West Virginia,Upshur,713801,669808,656900,672336,
West Virginia,Wayne,980217,926851,912964,925211,
West Virginia,Webster,207484,161337,146627,154638,
West Virginia,Wetzel,1019613,1017138,1008718,948666,
West Virginia,Wirt,59799,58728,55636,58143,
West Virginia,Wood,3384465,3376393,3301018,3350079,
West Virginia,Wyoming,626895,559272,582370,587656,
Wisconsin,,287164320,290750202,294657127,301622690,
Wisconsin,Adams,436036,414439,435705,448796,
Wisconsin,Ashland,649921,669180,682143,679351,
Wisconsin,Barron,2003191,1784670,1861128,1993162,
Wisconsin,Bayfield,360214,357846,364594,398994,
Wisconsin,Brown,16049449,16375756,16432400,16864677,
Wisconsin,Buffalo,464486,500613,478447,555108,
Wisconsin,Burnett,449575,446329,449308,477629,
Wisconsin,Calumet,1523785,1538272,1518032,1561000,
Wisconsin,Chippewa,2577837,2461840,2546733,2559488,
Wisconsin,Clark,1293830,1362347,1394252,1337916,
Wisconsin,Columbia,2474633,2526365,2699274,2785286,
Wisconsin,Crawford,661146,672550,668927,694502,
Wisconsin,Dane,38545541,40005328,40271291,41137645,
Wisconsin,Dodge,3280737,3125078,3232668,3279690,
Wisconsin,Door,1135863,1144774,1152538,1176247,
Wisconsin,Douglas,1803681,1753599,1753087,1823784,
Wisconsin,Dunn,1604214,1607784,1648020,1730099,
Wisconsin,Eau Claire,5511454,5638771,5712055,5920257,
Wisconsin,Florence,130832,117216,120421,123557,
Wisconsin,Fond du Lac,4576038,4624499,4721376,4779555,
Wisconsin,Forest,282427,281974,283508,289465,
Wisconsin,Grant,2038854,2021153,2055224,2046365,
Wisconsin,Green,1453046,1448958,1453343,1516933,
Wisconsin,Green Lake,665084,607216,618627,656023,
Wisconsin,Iowa,1080713,1041617,1067625,1088546,
Wisconsin,Iron,175452,177025,175834,177133,
Wisconsin,Jackson,841067,755038,794216,906727,
Wisconsin,Jefferson,3748871,3835035,3955819,4134695,
Wisconsin,Juneau,772263,767342,763776,793332,
Wisconsin,Kenosha,5922390,6120119,6181212,6141725,
Wisconsin,Kewaunee,751308,799292,829693,789369,
Wisconsin,La Crosse,6359555,6170969,6297477,6470471,
Wisconsin,Lafayette,657093,675702,652462,664321,
Wisconsin,Langlade,693013,671690,699023,673616,
Wisconsin,Lincoln,1014957,1054773,1031139,1051336,
Wisconsin,Manitowoc,3878136,3914771,3911605,3885280,
Wisconsin,Marathon,7626366,7668190,7876207,8056817,
Wisconsin,Marinette,1905560,1892890,1892254,1941011,
Wisconsin,Marquette,340192,341799,357576,388971,
Wisconsin,Menominee,162549,154987,156488,160543,
Wisconsin,Milwaukee,52404742,52747636,53251470,54269233,
Wisconsin,Monroe,1963544,1866775,2012966,2247621,
Wisconsin,Oconto,946675,1056035,1014070,926345,
Wisconsin,Oneida,1441718,1440977,1451053,1479908,
Wisconsin,Outagamie,9644027,9892170,10030486,10245306,
Wisconsin,Ozaukee,4386429,4530572,4573159,4642718,
Wisconsin,Pepin,220712,224328,223411,256192,
Wisconsin,Pierce,1104280,1043701,1019475,1092486,
Wisconsin,Polk,1437432,1398111,1408855,1481142,
Wisconsin,Portage,3248563,3319944,3423285,3414812,
Wisconsin,Price,531722,540294,532534,512616,
Wisconsin,Racine,7958049,8059225,8206941,8450197,
Wisconsin,Richland,677355,688913,666299,672473,
Wisconsin,Rock,6424849,6574748,6634276,7013004,
Wisconsin,Rusk,492019,508721,535659,513247,
Wisconsin,St. Croix,2729363,2837701,2896186,3031736,
Wisconsin,Sauk,3214705,3133973,3206207,3338082,
Wisconsin,Sawyer,576382,582465,592444,616462,
Wisconsin,Shawano,1198245,1225289,1228265,1138025,
Wisconsin,Sheboygan,6204909,6412720,6619831,6700198,
Wisconsin,Taylor,834181,840499,812308,816893,
Wisconsin,Trempealeau,1205901,1205737,1247607,1351653,
Wisconsin,Vernon,954011,917823,945748,932889,
Wisconsin,Vilas,749074,784319,814724,827015,
Wisconsin,Walworth,3661219,3691573,3730540,3859338,
Wisconsin,Washburn,515058,515769,520085,517270,
Wisconsin,Washington,5350307,5349763,5502837,5636773,
Wisconsin,Waukesha,26285446,26590180,27160073,28028503,
Wisconsin,Waupaca,1906024,1924481,1885961,1866523,
Wisconsin,Waushara,573189,541106,561708,560152,
Wisconsin,Winnebago,8922124,9094803,9131319,9274302,
Wisconsin,Wood,3532651,3711017,3644091,3744448,
Wyoming,,39722980,38052902,37997098,38040029,
Wyoming,Albany,1471859,1459455,1501425,1411472,
Wyoming,Big Horn,534607,481940,496806,504665,
Wyoming,Campbell,6385320,6315849,6372783,6204761,
Wyoming,Carbon,1530781,1290475,1319996,1324296,
Wyoming,Converse,1357388,1318663,1291753,1502510,
Wyoming,Crook,284537,262476,267750,307546,
Wyoming,Fremont,1742059,1668979,1609083,1595939,
Wyoming,Goshen,577899,609948,592832,604466,
Wyoming,Hot Springs,271763,252722,241635,246487,
Wyoming,Johnson,545560,477812,463211,439009,
Wyoming,Laramie,5231683,5074488,5193647,5236630,
Wyoming,Lincoln,753959,781681,781089,793275,
Wyoming,Natrona,5831864,5176638,5010582,5171022,
Wyoming,Niobrara,133681,121138,111780,132175,
Wyoming,Park,1356930,1345257,1329220,1346302,
Wyoming,Platte,567865,563897,562111,535625,
Wyoming,Sheridan,1244991,1236459,1220697,1252386,
Wyoming,Sublette,2091659,1939614,1967659,1684220,
Wyoming,Sweetwater,4037540,3961894,3959441,3836603,
Wyoming,Teton,1980818,2019964,2078477,2166420,
Wyoming,Uinta,981530,938876,904458,906587,
Wyoming,Washakie,405382,366053,353860,358104,
Wyoming,Weston,387259,321664,306033,315885,
